"СПИСЪК НА ПАРАЛЕЛКИТЕ С ДЪРЖАВЕН ПЛАН-ПРИЕМ В VIII КЛАС ЗА УЧЕБНАТА 2023/2024 ГОДИНА В ОБЛАСТ СОФИЯ-ГРАД 
с кодове и балообразуване",,,,,,,,,,,
,,,,,,,,,,,
№,РАЙОН,Училище - име,Код на паралелката,Паралелка - име,Вид на паралелката,Балообразуване,Форма на обучение,Брой паралелки,Общо основание,Мъже,Жени
59,ИЗГРЕВ,"105. СРЕДНО УЧИЛИЩЕ  ""АТАНАС ДАЛЧЕВ"", ГР.СОФИЯ",2514,"Чужди езици - ИтЕ интензивно, АЕ",профилирана,(3 * БЕЛ + 1 * МАТ) + (1 * БЕЛ + 1 * ЧЕз),дневна,1,26,0,0
60,ИЗГРЕВ,"105. СРЕДНО УЧИЛИЩЕ  ""АТАНАС ДАЛЧЕВ"", ГР.СОФИЯ",2532,"Софтуерни и хардуерни науки - АЕ интензивно, ИтЕ",профилирана,(2 * БЕЛ + 2 * МАТ) + (1 * М + 1 * ИТ),дневна,1,26,0,0
61,ИЗГРЕВ,"105. СРЕДНО УЧИЛИЩЕ  ""АТАНАС ДАЛЧЕВ"", ГР.СОФИЯ",2543,"Екскурзоводско обслужване - ИтЕ интензивно, АЕ",професионална,(3 * БЕЛ + 1 * МАТ) + (1 * ГИ + 1 * ЧЕз),дневна,1,26,0,0
62,ИЗГРЕВ,"119 Средно училище ""Академик Михаил Арнаудов"", ГР.СОФИЯ",1522,Хуманитарни науки - АЕ интензивно,профилирана,(3 * БЕЛ + 1 * МАТ) + (1 * БЕЛ + 1 * ИЦ),дневна,1,26,0,0
63,ИЗГРЕВ,"119 Средно училище ""Академик Михаил Арнаудов"", ГР.СОФИЯ",1526,Природни науки - АЕ интензивно,профилирана,(2 * БЕЛ + 2 * МАТ) + (1 * БЗО + 1 * ХООС),дневна,1,26,0,0
64,ИЗГРЕВ,"119 Средно училище ""Академик Михаил Арнаудов"", ГР.СОФИЯ",1532,Чужди езици - РЕ интензивно,профилирана,(3 * БЕЛ + 1 * МАТ) + (1 * БЕЛ + 1 * ЧЕз),дневна,1,26,0,0
65,ИЗГРЕВ,"119 Средно училище ""Академик Михаил Арнаудов"", ГР.СОФИЯ",4079,Икономическо развитие - АЕ интензивно,профилирана,(2 * БЕЛ + 2 * МАТ) + (1 * ГИ + 1 * ЧЕз),дневна,1,26,0,0
66,ИЗГРЕВ,"СОФИЙСКА ПРОФЕСИОНАЛНА  ГИМНАЗИЯ по ЕЛЕКТРОНИКА ""Джон Атанасов""",2328,"Системно програмиране - АЕ, НЕ",професионална,(1 * БЕЛ + 3 * МАТ) + (1 * М + 1 * ФА),дневна,1,26,0,0
67,ИЗГРЕВ,"СОФИЙСКА ПРОФЕСИОНАЛНА  ГИМНАЗИЯ по ЕЛЕКТРОНИКА ""Джон Атанасов""",2338,"Приложно програмиране - АЕ, НЕ",професионална,(1 * БЕЛ + 3 * МАТ) + (1 * М + 1 * ФА),дневна,1,26,0,0
68,ИЗГРЕВ,"СОФИЙСКА ПРОФЕСИОНАЛНА  ГИМНАЗИЯ по ЕЛЕКТРОНИКА ""Джон Атанасов""",2360,"Компютърни мрежи - АЕ, НЕ",професионална,(1 * БЕЛ + 3 * МАТ) + (1 * М + 1 * ФА),дневна,2,52,0,0
69,ИЗГРЕВ,"СОФИЙСКА ПРОФЕСИОНАЛНА  ГИМНАЗИЯ по ЕЛЕКТРОНИКА ""Джон Атанасов""",2363,"Компютърна техника и технологии - АЕ, НЕ",професионална,(1 * БЕЛ + 3 * МАТ) + (1 * М + 1 * ФА),дневна,1,26,0,0
70,ИЗГРЕВ,"СОФИЙСКА ПРОФЕСИОНАЛНА  ГИМНАЗИЯ по ЕЛЕКТРОНИКА ""Джон Атанасов""",2372,"Промишлена електроника - АЕ, НЕ",професионална,(1 * БЕЛ + 3 * МАТ) + (1 * М + 1 * ФА),дневна,1,26,0,0
71,ИЗГРЕВ,"СОФИЙСКА ПРОФЕСИОНАЛНА  ГИМНАЗИЯ по ЕЛЕКТРОНИКА ""Джон Атанасов""",4140,"Програмиране на роботи - АЕ, НЕ",професионална,(1 * БЕЛ + 3 * МАТ) + (1 * М + 1 * ФА),дневна,1,26,0,0
72,ИЗГРЕВ,"Софийска професионална гимназия  ""Княгиня Евдокия"", ГР.СОФИЯ",2837,Съдебна администрация - АЕ,професионална,(3 * БЕЛ + 1 * МАТ) + (1 * ИЦ + 1 * ЧЕз),дневна,1,26,0,0
73,ИЗГРЕВ,"Софийска професионална гимназия  ""Княгиня Евдокия"", ГР.СОФИЯ",2840,Икономическо информационно осигуряване - АЕ,професионална,(2 * БЕЛ + 2 * МАТ) + (1 * ИТ + 1 * ЧЕз),дневна,1,26,0,0
74,ИЗГРЕВ,"Софийска професионална гимназия  ""Княгиня Евдокия"", ГР.СОФИЯ",2842,Извършване на термални процедури - АЕ,професионална,(3 * БЕЛ + 1 * МАТ) + (1 * БЗО + 1 * ЧЕз),дневна,1,26,0,0
75,ИЗГРЕВ,"Софийска професионална гимназия  ""Княгиня Евдокия"", ГР.СОФИЯ",2843,Фризьорство,професионална,(3 * БЕЛ + 1 * МАТ) + (1 * БЗО + 1 * ИИ),дневна,0.5,13,0,0
76,ИЗГРЕВ,"Софийска професионална гимназия  ""Княгиня Евдокия"", ГР.СОФИЯ",2845,Козметика,професионална,(3 * БЕЛ + 1 * МАТ) + (1 * БЗО + 1 * ИИ),дневна,0.5,13,0,0
77,ИЗГРЕВ,"Софийска професионална гимназия  ""Княгиня Евдокия"", ГР.СОФИЯ",3381,Промишлен дизайн - АЕ,професионална,(2 * БЕЛ + 2 * МАТ) + (1 * ИИ + 1 * ИТ),дневна,1,26,0,0
78,ИЗГРЕВ,"Софийска професионална гимназия  ""Княгиня Евдокия"", ГР.СОФИЯ",3382,Индустриални отношения - АЕ,професионална,(3 * БЕЛ + 1 * МАТ) + (1 * ГИ + 1 * ЧЕз),дневна,1,26,0,0
79,ИЗГРЕВ,"Софийска професионална гимназия  ""Княгиня Евдокия"", ГР.СОФИЯ",4009,Фотография - АЕ,професионална,(3 * БЕЛ + 1 * МАТ) + (1 * ИИ + 1 * ИТ),дневна,1,26,0,0
80,ИЗГРЕВ,"Софийска професионална гимназия  ""Княгиня Евдокия"", ГР.СОФИЯ",4290,"Театрален, кино и телевизионен декор - АЕ",професионална,(3 * БЕЛ + 1 * МАТ) + (1 * ИИ + 1 * ИТ),дневна,0.5,13,0,0
81,ИЗГРЕВ,"Софийска професионална гимназия  ""Княгиня Евдокия"", ГР.СОФИЯ",4292,"Художествено осветление за театър, кино и телевизия - АЕ",професионална,(3 * БЕЛ + 1 * МАТ) + (1 * ИИ + 1 * ИТ),дневна,0.5,13,0,0
82,ИЛИНДЕН,"3. СУ  ""Марин Дринов"", ГР.СОФИЯ",2914,Графичен дизайн - АЕ,професионална,(3 * БЕЛ + 1 * МАТ) + (1 * ИИ + 1 * ИТ),дневна,1,26,0,0
83,ИЛИНДЕН,"3. СУ  ""Марин Дринов"", ГР.СОФИЯ",4019,Фотография,професионална,(3 * БЕЛ + 1 * МАТ) + (1 * ИИ + 1 * ИТ),дневна,1,26,0,0
84,ИЛИНДЕН,"113 СУ ""САВА ФИЛАРЕТОВ"", ГР.СОФИЯ",1648,Продавач-консултант /РЕ/,професионална,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),дневна,1,26,0,0
85,ИЛИНДЕН,"113 СУ ""САВА ФИЛАРЕТОВ"", ГР.СОФИЯ",1676,Продавач-консултант /АЕ/,професионална,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),дневна,1,26,0,0
86,ИЛИНДЕН,"Професионална гимназия по транспорт и енергетика ""Хенри Форд"", ГР.СОФИЯ",1911,Промишлена електроника (дуална),професионална,(2 * БЕЛ + 2 * МАТ) + (1 * ФА + 1 * ИТ),дуална,1,26,0,0
87,ИЛИНДЕН,"Професионална гимназия по транспорт и енергетика ""Хенри Форд"", ГР.СОФИЯ",2343,Електрообзавеждане на ел. превозни средства за гр. транспорт (дуална),професионална,(2 * БЕЛ + 2 * МАТ) + (1 * ФА + 1 * ИТ),дуална,1,26,0,0
88,ИЛИНДЕН,"Професионална гимназия по транспорт и енергетика ""Хенри Форд"", ГР.СОФИЯ",2349,Електрообзавеждане на подемна и асансьорна техника (дуална),професионална,(2 * БЕЛ + 2 * МАТ) + (1 * ФА + 1 * ИТ),дуална,1,26,0,0
89,ИЛИНДЕН,"Професионална гимназия по транспорт и енергетика ""Хенри Форд"", ГР.СОФИЯ",2352,Газова техника - АЕ,професионална,(2 * БЕЛ + 2 * МАТ) + (1 * ФА + 1 * ИТ),дневна,1,26,0,0
90,ИЛИНДЕН,"Професионална гимназия по транспорт и енергетика ""Хенри Форд"", ГР.СОФИЯ",2357,Възобновяеми енергийни източници - АЕ,професионална,(2 * БЕЛ + 2 * МАТ) + (1 * ФА + 1 * ИТ),дневна,1,26,0,0
