"СПРАВКА
за минималния и максималния бал по паралелки
161,2224047,"47 Средно училище ""Христо Груев Данов""",0515,"Предприемачески - АЕ интензивно, НЕ",315,315,318,337,337,323.5
162,2209305,"203 Профилирана езикова гимназия ""Свети Методий""",3271,"Природни науки - АЕ интензивно, ИЕ или НЕ",314.5,333.25,314.5,333.25,333.25,332
163,2219044,"44. Средно училище ""Неофит Бозвели""",1536,"Софтуерни и хардуерни науки - АЕ интензивно, ИЕ",314.5,314.5,0,345.5,345.5,0
164,2213081,"81. Средно училище ""Виктор Юго""",2579,Хуманитарни науки,312.75,0,312.75,336.5,0,336.5
165,2223008,"8. Средно училище ""Васил Левски""",4284,"Предприемачески - АЕ разширено, РЕ",308,308,315,357.5,357.5,326.5
166,2213039,"39 Средно училище ""Петър Динеков""",1802,"Софтуерни и хардуерни науки - АЕ интензивно, РЕ/ИЕ",307.5,0,307.5,307.5,0,307.5
167,2207108,"108 Средно училище ""Никола Беловеждов""",5067,"Сътрудник в малък и среден бизнес - АЕ разширено, НЕ",305,305,0,305,305,0
168,2212303,"33. Езикова гимназия ""Света София""",2762,"Предприемачески - АЕ интензивно, НЕ",305,305,319,425,425,319
169,2223431,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕЛЕКОМУНИКАЦИИ,0730,Компютърна техника и технологии - АЕ,303.5,0,303.5,303.5,0,303.5
170,2216423,СОФИЙСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТУРИЗЪМ,1284,Производство и обслужване в заведенията за хранене и развлечения - НЕ,302.5,302.5,0,302.5,302.5,0
171,2209132,"132. Средно училище ""Ваня Войнова""",4283,Пространствен дизайн,299.75,299.75,306.25,359.5,308.25,359.5
172,2223431,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕЛЕКОМУНИКАЦИИ,3215,Телекомуникационни системи-АЕ,298.75,298.75,0,301.5,301.5,0
173,2214054,"54. СРЕДНО УЧИЛИЩЕ ""Свети ИВАН РИЛСКИ""",4040,"Икономическо развитие - АЕ интензивно, НЕ",297.5,297.5,305,305,297.5,305
174,2213010,"10 Средно училище "" Теодор Траянов """,3075,"Природни науки - АЕ, ИЕ",296.5,296.5,313.5,343.5,296.5,343.5
175,2213118,"118 Средно училище ""Академик Людмил Стоянов""",2943,"Софтуерни и хардуерни науки - АЕ интензивно, ИЕ",296.5,0,296.5,318,0,318
176,2221157,"157 Гимназия с изучаване на чужд език ""Сесар Вайехо""",1023,"Чужди езици - ИЕ интензивно, АЕ",296,296,297,369.5,361,369.5
177,2223431,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕЛЕКОМУНИКАЦИИ,0722,Компютърни мрежи - АЕ,295.25,295.25,0,295.25,295.25,0
178,2223431,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕЛЕКОМУНИКАЦИИ,0738,Системно програмиране - АЕ,294.5,421,294.5,421,421,328
179,2213081,"81. Средно училище ""Виктор Юго""",4739,Хуманитарни науки - ЯЕ,293,0,293,417.25,0,417.25
180,2213081,"81. Средно училище ""Виктор Юго""",2566,Чужди езици - АЕ интензивно,292,0,292,292,0,292
181,2213118,"118 Средно училище ""Академик Людмил Стоянов""",4462,"Софтуерни и хардуерни науки - АЕ интензивно, НЕ",290,290,0,297,297,0
182,2213039,"39 Средно училище ""Петър Динеков""",4110,"Предприемачески - АЕ интензивно, РЕ/ИЕ",287.5,287.5,292,305,305,292
183,2207108,"108 Средно училище ""Никола Беловеждов""",1852,"Предприемачески - АЕ разширено, РЕ",285.5,313.5,285.5,313.5,313.5,300
184,2209305,"203 Профилирана езикова гимназия ""Свети Методий""",2909,"Природни науки - ИЕ интензивно, НЕ или АЕ",285,285,288,354,336,354
185,2219095,"95 СУ ""Проф. Иван Шишманов""",3354,Предприемачески - АЕ интензивно; РЕ,283,0,283,293.5,0,293.5
186,2204311,"Профилирана гимназия с интензивно изучаване на румънски език ""МИХАЙ ЕМИНЕСКУ""",2935,"Хуманитарни науки - ИЕ интензивно, РумЕ, БЕЛ и Философия",281.75,281.75,315,326.5,326.5,315
187,2223431,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕЛЕКОМУНИКАЦИИ,0746,Икономическа информатика - АЕ,281,281,0,310,310,0
188,2212097,"97 Средно училище ""Братя Миладинови""",2506,Софтуерни и хардуерни науки - АЕ разширено,280.75,280.75,295.75,299.75,299.75,295.75
189,2212096,"96 Средно училище ""Лев Николаевич Толстой""",4109,"Софтуерни и хардуерни науки - АЕ интензивно, ИЕ/РЕ",280.5,280.5,0,280.5,280.5,0
190,2212096,"96 Средно училище ""Лев Николаевич Толстой""",4449,"Обществени науки - ИЕ интензивно, АЕ/РЕ",279,0,279,392.25,0,392.25
191,2212303,"33. Езикова гимназия ""Света София""",2774,"Чужди езици - АЕ интензивно, ФЕ или РЕ",271.5,271.5,292,340,312,340
192,2219095,"95 СУ ""Проф. Иван Шишманов""",2459,Природни науки - АЕ интензивно; РЕ,270.5,286,270.5,286,286,270.5
193,2216423,СОФИЙСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТУРИЗЪМ,1277,Кетъринг - РЕ,269.5,269.5,0,269.5,269.5,0
194,2216423,СОФИЙСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТУРИЗЪМ,1281,Кетъринг - ИЕ,269,0,269,269,0,269
195,2212137,"137 средно училище ""Ангел Кънчев""",1838,"Хуманитарни науки - АЕ интензивно, НЕ",267,267,406,406,267,406
196,2206410,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ВИСОКИ ТЕХНОЛОГИИ ""А. С. ПОПОВ""",2769,Системно програмиране - АЕ интензивно; - втори ЧЕ - Немски език,266.75,266.75,0,316.25,316.25,0
197,2216423,СОФИЙСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТУРИЗЪМ,1285,Организация на хотелиерството - АЕ,266.5,330.5,266.5,330.5,330.5,293.5
198,2214101,"101. СРЕДНО УЧИЛИЩЕ ""БАЧО КИРО""",2889,"Софтуерни и хардуерни науки - АЕ интензивно, НЕ",266,266,272.5,272.5,266,272.5
199,2212303,"33. Езикова гимназия ""Света София""",2778,"Чужди езици - ФЕ интензивно, АЕ",265,265,319,400,300,400
200,2204311,"Профилирана гимназия с интензивно изучаване на румънски език ""МИХАЙ ЕМИНЕСКУ""",4299,"Хуманитарни науки - ИтЕ интензивно, РумЕ, БЕЛ, ИЦ",263.25,263.25,266.25,283,263.25,283
201,2213144,"144 Средно училище ""Народни будители""",1123,Рекламна графика - АЕ,262.5,262.5,274.5,418.25,277.25,418.25
202,2213039,"39 Средно училище ""Петър Динеков""",4447,"Предприемачески - АЕ разширено, РЕ/ИЕ",262,262,0,262,262,0
203,2206410,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ВИСОКИ ТЕХНОЛОГИИ ""А. С. ПОПОВ""",2752,Компютърни мрежи - АЕ - разширено; втори ЧЕ - Испански език,261.75,261.75,0,286.75,286.75,0
204,2205408,"Софийска професионална гимназия ""Княгиня Евдокия""",2842,Извършване на термални процедури - АЕ,259.5,259.5,280.75,281.5,259.5,281.5
205,2209132,"132. Средно училище ""Ваня Войнова""",0424,Помощник-инструктор по спортно туристическа дейност - АЕ,258.75,258.75,275.75,302,302,287
206,2204403,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕКСТИЛНИ И КОЖЕНИ ИЗДЕЛИЯ,3251,Моден дизайн - АЕ,258.5,0,258.5,327.25,0,327.25
207,2206410,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ВИСОКИ ТЕХНОЛОГИИ ""А. С. ПОПОВ""",5005,Микропроцесорна техника АЕ - разширено; втори ЧЕ - Испански език,256.75,256.75,0,294.5,294.5,0
208,2219095,"95 СУ ""Проф. Иван Шишманов""",2359,Бизнес администрация - РЕ интензивно; АЕ,249,273.5,249,303.5,303.5,298.5
209,2207412,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ,1677,"Автомобилна мехатроника - АЕ, НЕ",247,247,0,249,249,0
210,2212303,"33. Езикова гимназия ""Света София""",2767,"Чужди езици - АЕ интензивно, КитЕ/ГрЕ",246.5,246.5,256.5,331,331,256.5
211,2213144,"144 Средно училище ""Народни будители""",1118,Музика - АЕ,243.5,0,243.5,243.5,0,243.5
212,2217088,"88. Средно училище ""Димитър Попниколов""",1353,Чужди езици - АЕ интензивно,243.5,246,243.5,319,319,283
213,2212096,"96 Средно училище ""Лев Николаевич Толстой""",0903,"Обществени науки - АЕ интензивно, ИЕ/РЕ",243.5,0,243.5,349.5,0,349.5
214,2201078,"78. Средно училище ""Христо Смирненски""",0463,Извършване на термални процедури - АЕ,240,352,240,352,352,240
215,2217151,"НАЦИОНАЛНО СРЕДНО УЧИЛИЩЕ ""СОФИЯ""",5108,Природни науки - АЕ,239.5,281,239.5,281,281,267.5
216,2207068,"68. Средно училище ""Академик Никола Обрешков""",2629,Софтуерни и хардуерни науки - АЕ разширено,239,239,0,268,268,0
217,2204311,"Профилирана гимназия с интензивно изучаване на румънски език ""МИХАЙ ЕМИНЕСКУ""",2934,"Чужди езици - РумЕ интензивно, АЕ",236.5,257.75,236.5,323.5,270,323.5
218,2214054,"54. СРЕДНО УЧИЛИЩЕ ""Свети ИВАН РИЛСКИ""",0758,"Софтуерни и хардуерни науки - АЕ интензивно, РЕ",233,233,293.5,293.5,244,293.5
219,2216423,СОФИЙСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТУРИЗЪМ,1286,Организация на обслужването в хотелиерството - АЕ,229,229,229.5,252.5,246.5,252.5
220,2206410,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ВИСОКИ ТЕХНОЛОГИИ ""А. С. ПОПОВ""",2756,Телекомуникационни системи - АЕ - разширено; втори ЧЕ - Руски език,227.25,227.25,0,262,262,0
221,2204403,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕКСТИЛНИ И КОЖЕНИ ИЗДЕЛИЯ,4825,Сценичен костюм,225.5,225.5,0,239.5,239.5,0
222,2217149,"149 Средно училище ,,Иван Хаджийски""",4456,"Електронна търговия - АЕ интензивно, НЕ",225,0,225,225,0,225
223,2202026,"26 Средно училище ""Йордан Йовков""",0965,"Софтуерни и хардуерни науки - АЕ интензивно, РЕ",224,224,0,280.5,280.5,0
224,2207068,"68. Средно училище ""Академик Никола Обрешков""",4454,Софтуерни и хардуерни науки - АЕ интензивно,224,237,224,261,256,261
225,2217424,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ЕЛЕКТРОТЕХНИКА И АВТОМАТИКА,3864,Програмиране на изкуствен интелект - АЕ,218,218,0,277,277,0
226,2204403,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕКСТИЛНИ И КОЖЕНИ ИЗДЕЛИЯ,4274,Организация и технология на козметичните услуги,218,0,218,271,0,271
227,2217088,"88. Средно училище ""Димитър Попниколов""",1356,Туристическа анимация - АЕ интензивно,216,216,238,329.5,329.5,238
228,2216423,СОФИЙСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТУРИЗЪМ,1287,Екскурзоводско обслужване - АЕ,210,210,227,227,227,227
229,2216423,СОФИЙСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТУРИЗЪМ,1283,Производство и обслужване в заведенията за хранене и развлечения - ИтЕ,210,0,210,278,0,278
230,2203140,"140. СРЕДНО УЧИЛИЩЕ ""ИВАН БОГОРОВ""",1895,Български танци,205.5,0,205.5,276.25,0,276.25
231,2213131,"131. СУ ""Климент Аркадиевич Тимирязев""",3905,"Бизнес администрация - АЕ, ИЕ",203,203,222,292.5,292.5,222
232,2208135,"135 средно училище ""Ян Амос Коменски""",2783,Социална работа с деца и семейства в риск - АЕ,202,270.5,202,270.5,270.5,202
233,2221430,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ ""МАКГАХАН""",3934,Електрически превозни средства - техник АЕ,198,198,0,322.5,322.5,0
234,2202401,"Професионална гимназия по екология и биотехнологии ""Проф. д-р Асен Златаров""",0874,Технология на фармацевтичните и парфюмерийно-козметични продукти - АЕ,196,0,196,317,0,317
235,2212137,"137 средно училище ""Ангел Кънчев""",1844,"Софтуерни и хардуерни науки - АЕ интензивно, НЕ",194,194,295,295,194,295
236,2213131,"131. СУ ""Климент Аркадиевич Тимирязев""",2449,Търговия на едро и дребно - АЕ,193,230,193,309.5,309.5,193
237,2210162,"162 Обединено училище ""Отец Паисий""",2956,Предприемачески,193,265,193,265,265,193
238,2208028,"28 Средно училище ""Алеко Константинов""",0372,"Софтуерни и хардуерни науки - АЕ интензивно, ИЕ",184.5,184.5,195.5,336,217,336
239,2213131,"131. СУ ""Климент Аркадиевич Тимирязев""",4460,"Бизнес администрация - ИЕ, АЕ",183,0,183,340.5,0,340.5
240,2207412,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ,1665,"Спедиция транспортна и складова логистика - АЕ, НЕ",183,0,183,183,0,183
241,2221094,"94 СРЕДНО УЧИЛИЩЕ ""Димитър Страшимиров""",2535,Производство на облекло от текстил,182,182,0,188,188,0
242,2206409,"Професионална гимназия по транспорт и енергетика ""Хенри Форд""",1911,Промишлена електроника,181,181,0,199,199,0
243,2213144,"144 Средно училище ""Народни будители""",3559,Рекламна графика - ИЕ,178.5,252.25,178.5,281.5,252.25,281.5
244,2214015,"15 Средно училище "" Адам Мицкевич""",2582,Предприемачески - АЕ,177.5,177.5,0,202,202,0
245,2217149,"149 Средно училище ,,Иван Хаджийски""",1060,"Софтуерни и хардуерни науки - АЕ интензивно, НЕ",176,176,263.5,309.75,309.75,263.5
246,2219024,"24 Средно училище ""П.К.Яворов""",2439,Предприемачески,176,0,176,176,0,176
247,2212090,"90 Средно училище ""Генерал Хосе де Сан Мартин""",1384,"Предприемачески - ИЕ, АЕ",176,176,261,261,241,261
248,2217424,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ЕЛЕКТРОТЕХНИКА И АВТОМАТИКА,2133,Системно програмиране - АЕ,176,176,0,276,276,0
249,2207412,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ,1656,"Митническа и данъчна администрация - АЕ, ИЕ",176,176,214,294.5,176,294.5
250,2212097,"97 Средно училище ""Братя Миладинови""",3037,Търговия (дуална) - НЕ разширено,174,174,183.5,313.25,313.25,213
251,2206409,"Професионална гимназия по транспорт и енергетика ""Хенри Форд""",2364,Автотранспортна техника - АЕ,174,174,0,229,229,0
252,2206411,"Професионална гимназия по хранително-вкусови технологии ""Проф. д-р Георги Павлов""",0448,Производство на захар и захарни изделия - АЕ,170.5,196.5,170.5,205,196.5,205
253,2212090,"90 Средно училище ""Генерал Хосе де Сан Мартин""",1390,"Природни науки - АЕ, ИЕ",165.5,165.5,0,288,288,0
254,2208017,"17 СУ ""Дамян Груев""",2379,Туристическа анимация - АЕ,165,165,252,252,219,252
255,2219130,"130. средно училище ""Стефан Караджа""",4713,Помощник-възпитател,164,0,164,164,0,164
256,2217151,"НАЦИОНАЛНО СРЕДНО УЧИЛИЩЕ ""СОФИЯ""",4623,Изобразително изкуство - АЕ,162,162,277.5,389,162,389
257,2206409,"Професионална гимназия по транспорт и енергетика ""Хенри Форд""",2383,Експлоатация на автомобилния транспорт,161,161,246.5,246.5,161,246.5
258,2202401,"Професионална гимназия по екология и биотехнологии ""Проф. д-р Асен Златаров""",0851,Екология и опазване на околната среда - АЕ,160,160,222,267,267,222
259,2207069,"69 Средно училище ""Димитър Маринов""",0887,"Икономическо развитие - АЕ, НЕ",159,0,159,252,0,252
260,2203074,"74 СУ ""ГОЦЕ ДЕЛЧЕВ""",1777,Природни науки - АЕ интензивно,157,157,271.5,271.5,157,271.5
261,2203074,"74 СУ ""ГОЦЕ ДЕЛЧЕВ""",1771,Софтуерни и хардуерни науки - АЕ интензивно,156.5,156.5,162.5,267,267,260
262,2206411,"Професионална гимназия по хранително-вкусови технологии ""Проф. д-р Георги Павлов""",0452,Производство и преработка на мляко и млечни продукти - АЕ,154,154,0,154,154,0
263,2217066,"66 Средно училище ""Филип Станиславов""",3935,Бизнес администрация - АЕ интензивно,150,150,166,267.5,253,267.5
264,2206409,"Професионална гимназия по транспорт и енергетика ""Хенри Форд""",2362,"Топлотехника - отоплителна, климатична, вентилационна и хладилна (дуална) - АЕ",150,150,0,191,191,0
265,2217424,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ЕЛЕКТРОТЕХНИКА И АВТОМАТИКА,4333,Програмиране на роботи - АЕ,149,149,0,183,183,0
266,2206409,"Професионална гимназия по транспорт и енергетика ""Хенри Форд""",2357,Възобновяеми енергийни източници (дуална) - АЕ,148,202,148,210,210,148
267,2212027,"27. Средно училище ""Акад. Георги Караславов""",2387,Софтуерни и хардуерни науки,144,182.5,144,185,182.5,185
268,2212040,"40 Средно училище ""Луи Пастьор""",0508,"Софтуерни и хардуерни науки - АЕ интензивно, РЕ",143,258.5,143,295,292.5,295
269,2202401,"Професионална гимназия по екология и биотехнологии ""Проф. д-р Асен Златаров""",2591,Осигуряване на продуктова информация - НЕ,142.5,268.5,142.5,268.5,268.5,142.5
270,2206409,"Професионална гимназия по транспорт и енергетика ""Хенри Форд""",2378,Електрически превозни средства - АЕ,142,142,0,159,159,0
271,2210117,117. СУ,0975,Предприемачески,137,137,0,178,178,0
272,2214015,"15 Средно училище "" Адам Мицкевич""",3015,Митническо и данъчно обслужване - АЕ,137,137,180,243,171,243
273,2218071,"71 Средно училище ""Пейо Яворов""",4445,Предприемачески,136,375.5,136,375.5,375.5,136
274,2218192,"192. СРЕДНО УЧИЛИЩЕ ""ХРИСТО БОТЕВ""",2952,Туристическа анимация,134.5,188,134.5,235,235,134.5
275,2215172,"172 Обединено училище ""Христо Ботев""",2807,Производство на облекло от текстил,128,128,0,206,206,0
276,2216422,"Професионална гимназия по механоелектротехника ""Н.Й.Вапцаров""",2177,Електрообзавеждане на производството - електромонтьор,127,127,0,353.5,353.5,0
277,2220059,"59 ОБЕДИНЕНО УЧИЛИЩЕ ""ВАСИЛ ЛЕВСКИ""",1530,Готвач,125,125,125,153,125,153
278,2208028,"28 Средно училище ""Алеко Константинов""",4126,"Електронна търговия - АЕ интензивно, ИЕ",122,122,131.5,160,122,160
279,2208413,Софийска гимназия по хлебни и сладкарски технологии,0547,"Производство на хляб хлебни и сладкарски изделия - АЕ, НЕ",120.5,120.5,168,168,161,168
280,2216422,"Професионална гимназия по механоелектротехника ""Н.Й.Вапцаров""",2193,Промишлена електроника - АЕ,117,117,138,277.5,277.5,138
281,2220014,"14. средно училище ""Проф. д-р Асен Златаров""",1312,"Обществени науки - АЕ, РЕ",116.5,165,116.5,274,274,253
282,2206411,"Професионална гимназия по хранително-вкусови технологии ""Проф. д-р Георги Павлов""",3671,"Производство на месо, месни продукти и риба - оператор",116,116,171.5,226.5,226.5,171.5
283,2208413,Софийска гимназия по хлебни и сладкарски технологии,0563,Декорация на сладкарски изделия - АЕ,115.5,115.5,148.5,183.75,115.5,183.75
284,2207412,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ,4808,"Митническа и данъчна администрация - АЕ, НЕ",114.5,0,114.5,114.5,0,114.5
285,2204403,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕКСТИЛНИ И КОЖЕНИ ИЗДЕЛИЯ,4827,Бутикови облекла,114,0,114,242,0,242
286,2217426,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ""Д-Р СТАМЕН ГРИГОРОВ""",2903,Цветарство,111,0,111,111,0,111
287,2212040,"40 Средно училище ""Луи Пастьор""",3883,"Компютърна графика - АЕ, РЕ",110,234,110,330.5,330.5,254
288,2201400,"Професионална гимназия по туризъм ""Алеко Константинов""",0344,Организация на хотелиерството - АЕ,109,109,116,216,216,194
289,2217426,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ""Д-Р СТАМЕН ГРИГОРОВ""",4727,Ветеринарен лаборант - разширено изучаване на АЕ,100,0,100,261,0,261
290,2208413,Софийска гимназия по хлебни и сладкарски технологии,4101,"Производство на хляб, хлебни и сладкарски изделия - АЕ, ИспанскиЕ",97,146.5,97,167,167,126
291,2217424,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ЕЛЕКТРОТЕХНИКА И АВТОМАТИКА,2115,Компютърни мрежи - АЕ,96.5,96.5,0,366,366,0
292,2207068,"68. Средно училище ""Академик Никола Обрешков""",3634,Природни науки - АЕ разширено,96,139,96,344,202.5,344
293,2217426,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ""Д-Р СТАМЕН ГРИГОРОВ""",2901,Трайни насаждения,96,96,0,190,190,0
294,2221430,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ ""МАКГАХАН""",2165,Автомобилна мехатроника - АЕ,95,95,0,189,189,0
295,2221430,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ ""МАКГАХАН""",2178,Ремонт на летателни апарати - АЕ,93,93,0,215.5,215.5,0
296,2206113,"113 СУ ""САВА ФИЛАРЕТОВ""",1648,Продавач-консултант /РЕ/,88,0,88,88,0,88
297,2204405,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ПОДЕМНА, СТРОИТЕЛНА И ТРАНСПОРТНА ТЕХНИКА",3558,Локомотиви и вагони (дуална) - РЕ,88,88,0,142,142,0
298,2208123,"123 Средно училищe ""Стефан Стамболов""",0631,Логистика на товари и услуги,84,114,84,172,156,172
299,2206113,"113 СУ ""САВА ФИЛАРЕТОВ""",1676,Продавач-консултант /АЕ/,82,82,0,82,82,0
300,2217426,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ""Д-Р СТАМЕН ГРИГОРОВ""",4731,Помощник - възпитател в отглеждането и възпитанието на деца,82,0,82,175,0,175
301,2219130,"130. средно училище ""Стефан Караджа""",3506,"Икономическо развитие - АЕ, НЕ",77,77,0,152,152,0
302,2210085,"85 Средно училище ""Отец Паисий""",1929,"Търговия на едро и дребно - АЕ, РЕ",74,74,121.5,121.5,74,121.5
303,2201078,"78. Средно училище ""Христо Смирненски""",4798,"Софтуерни и хардуерни науки - АЕ интензивно, НЕ",65,65,231,236,236,231
304,2212079,"79 средно училище ""Индира Ганди""",4199,"Софтуерни и хардуерни науки - АЕ интензивно, ИЕ",65,65,0,177,177,0
305,2212056,"56. Средно училище ""Професор Константин Иречек""",2200,"Икономическо развитие - АЕ интензивно, ИЕ",52,52,180.5,255,65,255
306,2204405,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ПОДЕМНА, СТРОИТЕЛНА И ТРАНСПОРТНА ТЕХНИКА",2524,Пътно-строителна техника - АЕ,44,44,0,126,126,0
307,2204405,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ПОДЕМНА, СТРОИТЕЛНА И ТРАНСПОРТНА ТЕХНИКА",3562,Ръководител движение - АЕ,34,58,34,58,58,34
308,2214015,"15 Средно училище "" Адам Мицкевич""",4438,Митническо и данъчно обслужване,30,198.5,30,198.5,198.5,30
309,2217424,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ЕЛЕКТРОТЕХНИКА И АВТОМАТИКА,2123,Компютърна техника и технологии - АЕ,30,30,0,266,266,0
310,2201400,"Професионална гимназия по туризъм ""Алеко Константинов""",0358,Производство и обслужване в заведенията за хранене и развлечения - АЕ,0,0,0,0,0,0
311,2201400,"Професионална гимназия по туризъм ""Алеко Константинов""",0362,Производство на кулинарни изделия и напитки - готвач,0,0,0,0,0,0
312,2208123,"123 Средно училищe ""Стефан Стамболов""",4004,Обществени науки,0,0,0,0,0,0
313,2210162,"162 Обединено училище ""Отец Паисий""",4591,Изобразително изкуство,0,0,0,0,0,0
314,2212037,"37. Средно училище ""Райна Княгиня""",4471,"Търговия на едро и дребно - Испански език разширено, АЕ",0,0,0,0,0,0
315,2212056,"56. Средно училище ""Професор Константин Иречек""",3640,"Електронна търговия - АЕ, НЕ",0,0,0,0,0,0
316,2212079,"79 средно училище ""Индира Ганди""",4201,"Софтуерни и хардуерни науки - АЕ разширено, ИЕ",0,0,0,0,0,0
317,2202401,"Професионална гимназия по екология и биотехнологии ""Проф. д-р Асен Златаров""",0909,Технологичен и микробиологичен контрол в химични производства - лаборант - АЕ,0,0,0,0,0,0
318,2206409,"Професионална гимназия по транспорт и енергетика ""Хенри Форд""",2343,Електрообзавеждане на ел. превозни средства за гр. транспорт (дуална),0,0,0,0,0,0
319,2206409,"Професионална гимназия по транспорт и енергетика ""Хенри Форд""",2349,"Подемно - транспортна техника, монтирана на пътни транспортни средства",0,0,0,0,0,0
320,2206409,"Професионална гимназия по транспорт и енергетика ""Хенри Форд""",2352,Топлоенергетика (дуална) - АЕ,0,0,0,0,0,0
321,2221430,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ ""МАКГАХАН""",3500,Автотранспортна техника - техник АЕ,0,0,0,0,0,0
322,2221430,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ ""МАКГАХАН""",2187,Спедиция транспортна и складова логистика - АЕ (дневна),0,0,0,0,0,0
323,2221430,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ ""МАКГАХАН""",2212,Спедиция транспортна и складова логистика - АЕ (дуална),0,0,0,0,0,0
324,2215170,"170 Средно училище ""Васил Левски""",2972,Компютърна графика- АЕ,0,0,0,0,0,0
325,2215170,"170 Средно училище ""Васил Левски""",3971,Организация на туризма и свободното време - АЕ,0,0,0,0,0,0
326,2205119,"119 Средно училище ""Академик Михаил Арнаудов""",4079,Икономическо развитие - АЕ интензивно,0,0,0,0,0,0
327,2224121,"121 СРЕДНО УЧИЛИЩЕ ""ГЕОРГИ ИЗМИРЛИЕВ""",2637,Софтуерни и хардуерни науки - АЕ; ИЕ,0,0,0,0,0,0
328,2213125,"125 СУ ""Боян Пенев"" с изучаване на чужди езици",1557,Природни науки - АЕ интензивно,0,0,0,0,0,0
329,2222127,"127 СРЕДНО УЧИЛИЩЕ ""Иван Николаевич Денкоглу""",3148,"Предприемачески - ИЕ интензивно, АЕ",0,0,0,0,0,0
330,2222127,"127 СРЕДНО УЧИЛИЩЕ ""Иван Николаевич Денкоглу""",1365,"Природни науки - ИЕ интензивно, АЕ",0,0,0,0,0,0
331,2222127,"127 СРЕДНО УЧИЛИЩЕ ""Иван Николаевич Денкоглу""",1362,"Хуманитарни науки - ИЕ интензивно, АЕ",0,0,0,0,0,0
332,2213128,"128 СРЕДНО УЧИЛИЩЕ ""АЛБЕРТ АЙНЩАЙН""",1670,Икономическо информационно осигуряване - АЕ,0,0,0,0,0,0
333,2204134,"134. средно училище ""Димчо Дебелянов""",1968,"Софтуерни и хардуерни науки - АЕ интензивно, Иврит",0,0,0,0,0,0
334,2212137,"137 средно училище ""Ангел Кънчев""",1834,"Предприемачески - АЕ интензивно, НЕ",0,0,0,0,0,0
335,2216164,"164. гимназия с преподаване на испански език ""Мигел де Сервантес""",2561,"Чужди езици - ИЕ интензивно, АЕ",0,0,0,0,0,0
336,2216164,"164. гимназия с преподаване на испански език ""Мигел де Сервантес""",2564,"Чужди езици - ИЕ интензивно, ИтЕ",0,0,0,0,0,0
337,2216164,"164. гимназия с преподаване на испански език ""Мигел де Сервантес""",2569,"Чужди езици - ИЕ интензивно, ПортЕ",0,0,0,0,0,0
338,2204018,"18 Средно училище ""Уилям Гладстон""",3931,"Чужди езици - КорЕ интензивно, АЕ",0,0,0,0,0,0
